id,user_id,amount,transaction_type,origin_balance_before,origin_balance_after,location_country,is_fraud_ground_truth,occurred_at
T0012511,C100001339,608.65,CASH_IN,341.93,950.58,BR,False,2024-06-12 12:00:00
T0002923,C100000310,447.75,CASH_OUT,3468.05,3020.3,BR,False,2024-06-12 12:00:00
T0019929,C100002111,62.19,PAYMENT,0.0,0.0,NG,False,2024-06-12 12:00:00
T0015533,C100001661,357.04,CASH_IN,4257.5,4614.54,BR,False,2024-06-12 12:00:00
T0002961,C100000314,81.99,CASH_OUT,357.75,275.76,IN,False,2024-06-12 12:00:00
T0020848,C100002208,6.45,CASH_OUT,31.37,24.92,IN,False,2024-06-12 12:00:00
T0002734,C100000288,31.01,CASH_OUT,916.68,885.67,IN,False,2024-06-12 12:00:00
T0027714,C100002930,273.42,CASH_IN,2129.94,2403.36,CA,False,2024-06-12 13:00:00
T0004331,C100000464,188.32,PAYMENT,0.0,0.0,US,False,2024-06-12 13:00:00
T0022435,C100002378,100.22,PAYMENT,610.72,510.5,IN,False,2024-06-12 13:00:00
T0025726,C100002718,40.85,PAYMENT,481.95,441.1,US,False,2024-06-12 13:00:00
T0021241,C100002250,8270.83,DEBIT,33588.26,25317.43,GB,False,2024-06-12 13:00:00
T0000058,C100000005,129.32,PAYMENT,1946.94,1817.62,FR,False,2024-06-12 13:00:00
T0006595,C100000710,353.32,CASH_OUT,1548.59,1195.27,FR,False,2024-06-12 13:00:00
T0020017,C100002120,100.98,PAYMENT,100.98,0.0,AU,False,2024-06-12 13:00:00
T0009912,C100001062,84.87,CASH_IN,1119.92,1204.79,NG,False,2024-06-12 13:00:00
T0026904,C100002841,1273.86,CASH_IN,0.0,1273.86,CA,False,2024-06-12 13:00:00
T0022102,C100002341,111.64,CASH_OUT,650.08,538.44,NG,False,2024-06-12 13:00:00
T0020142,C100002133,26.27,CASH_OUT,146.52,120.25,BR,False,2024-06-12 13:00:00
T0003427,C100000367,1346.87,CASH_OUT,5536.16,4189.29,DE,False,2024-06-12 13:00:00
T0006500,C100000699,168.38,CASH_IN,649.29,817.67,SG,False,2024-06-12 13:00:00
T0005987,C100000641,185.74,CASH_IN,992.55,1178.29,CA,False,2024-06-12 13:00:00
T0014667,C100001568,1050.38,TRANSFER,2345.84,1295.46,IN,False,2024-06-12 13:00:00
T0026703,C100002823,65.11,CASH_IN,1149.24,1214.35,GB,False,2024-06-12 13:00:00
T0013005,C100001388,241.37,CASH_IN,2872.04,3113.41,FR,False,2024-06-12 13:00:00
T0022784,C100002411,281.01,CASH_IN,1367.93,1648.94,IN,False,2024-06-12 13:00:00
T0005945,C100000636,883.73,PAYMENT,7059.47,6175.74,BR,False,2024-06-12 13:00:00
T0025075,C100002647,249.59,CASH_IN,554.26,803.85,CA,False,2024-06-12 13:00:00
T0020849,C100002208,24.92,PAYMENT,24.92,0.0,IN,False,2024-06-12 13:00:00
T0017884,C100001897,144.93,CASH_OUT,152.12,7.19,BR,False,2024-06-12 13:00:00
T0011290,C100001208,6876.45,PAYMENT,28013.83,21137.38,DE,False,2024-06-12 13:00:00
T0022408,C100002375,1108.55,CASH_OUT,5845.43,4736.88,NG,False,2024-06-12 13:00:00
T0021885,C100002317,279.33,PAYMENT,2933.6,2654.27,GB,False,2024-06-12 13:00:00
T0028163,C100002980,976.78,CASH_IN,560.4,1537.18,NG,False,2024-06-12 13:00:00
T0008351,C100000895,457.06,CASH_IN,2647.31,3104.37,CA,False,2024-06-12 13:00:00
T0001598,C100000169,2098.77,CASH_OUT,0.0,0.0,NG,False,2024-06-12 13:00:00
T0002924,C100000310,364.03,CASH_OUT,3020.3,2656.27,BR,False,2024-06-12 13:00:00
T0021565,C100002283,160.27,PAYMENT,0.0,0.0,SG,False,2024-06-12 13:00:00
T0020944,C100002219,177.57,PAYMENT,3317.62,3140.05,FR,False,2024-06-12 13:00:00
T0024039,C100002538,88.53,CASH_OUT,1956.48,1867.95,AU,False,2024-06-12 13:00:00
T0015415,C100001647,135.1,PAYMENT,1431.84,1296.74,US,False,2024-06-12 13:00:00
T0001415,C100000148,45.72,TRANSFER,1247.33,1201.61,CA,False,2024-06-12 14:00:00
T0012295,C100001316,209.1,CASH_IN,7574.82,7783.92,CA,False,2024-06-12 14:00:00
T0015276,C100001633,8.44,CASH_OUT,59.47,51.03,GB,False,2024-06-12 14:00:00
T0024089,C100002542,161.55,CASH_OUT,0.0,0.0,DE,False,2024-06-12 14:00:00
T0017341,C100001840,363.66,CASH_OUT,1562.32,1198.66,BR,False,2024-06-12 14:00:00
T0006274,C100000674,528.89,CASH_OUT,17442.56,16913.67,NG,False,2024-06-12 14:00:00
T0005246,C100000564,370.99,CASH_IN,0.0,370.99,SG,False,2024-06-12 14:00:00
T0010050,C100001075,69.49,PAYMENT,417.78,348.29,US,False,2024-06-12 14:00:00
T0012068,C100001289,4145.67,PAYMENT,43702.19,39556.52,FR,False,2024-06-12 14:00:00
T0001562,C100000165,766.17,CASH_IN,8680.11,9446.28,IN,False,2024-06-12 14:00:00
T0014135,C100001509,132.2,CASH_OUT,989.14,856.94,CA,False,2024-06-12 14:00:00
T0009896,C100001060,138.14,CASH_IN,374.48,512.62,GB,False,2024-06-12 14:00:00
T0023328,C100002467,113.98,PAYMENT,709.12,595.14,SG,False,2024-06-12 14:00:00
T0028673,C100002654,14765.41,TRANSFER,14765.41,0.0,CA,True,2024-06-12 14:00:00
T0016230,C100001732,322.71,PAYMENT,405.34,82.63,GB,False,2024-06-12 14:00:00
T0004682,C100000505,375.81,PAYMENT,0.0,0.0,AU,False,2024-06-12 14:00:00
T0003962,C100000424,519.75,CASH_OUT,519.75,0.0,SG,False,2024-06-12 14:00:00
T0014686,C100001570,501.58,CASH_IN,4523.65,5025.23,NG,False,2024-06-12 14:00:00
T0020367,C100002158,703.0,PAYMENT,911.65,208.65,GB,False,2024-06-12 14:00:00
T0022496,C100002382,618.07,CASH_OUT,8317.17,7699.1,FR,False,2024-06-12 14:00:00
T0007152,C100000772,32.76,CASH_IN,1174.38,1207.14,BR,False,2024-06-12 14:00:00
T0021037,C100002228,35.19,CASH_OUT,216.01,180.82,US,False,2024-06-12 14:00:00
T0007213,C100000778,231.52,PAYMENT,721.06,489.54,CA,False,2024-06-12 14:00:00
T0026970,C100002850,278.25,CASH_OUT,1391.44,1113.19,GB,False,2024-06-12 14:00:00
T0020224,C100002143,133.94,PAYMENT,4053.12,3919.18,BR,False,2024-06-12 14:00:00
T0000299,C100000031,232.87,CASH_OUT,349.89,117.02,DE,False,2024-06-12 14:00:00
T0003761,C100000403,133.59,TRANSFER,2668.09,2534.5,CA,False,2024-06-12 14:00:00
T0024885,C100002628,3396.17,PAYMENT,7377.03,3980.86,IN,False,2024-06-12 14:00:00
T0000466,C100000049,208.69,CASH_IN,914.63,1123.32,SG,False,2024-06-12 14:00:00
T0002680,C100000281,630.17,CASH_IN,9808.95,10439.12,SG,False,2024-06-12 14:00:00
T0017812,C100001890,258.14,CASH_IN,1912.17,2170.31,DE,False,2024-06-12 14:00:00
T0024390,C100002576,592.15,CASH_OUT,4881.66,4289.51,BR,False,2024-06-12 14:00:00
T0025163,C100002657,598.34,CASH_OUT,0.0,0.0,AU,False,2024-06-12 14:00:00
T0006802,C100000732,15.89,CASH_OUT,432.1,416.21,IN,False,2024-06-12 14:00:00
T0025685,C100002713,24.66,CASH_OUT,260.27,235.61,NG,False,2024-06-12 14:00:00
T0000098,C100000010,196.18,CASH_OUT,2103.97,1907.79,FR,False,2024-06-12 14:00:00
T0006772,C100000730,552.41,PAYMENT,4648.5,4096.09,BR,False,2024-06-12 14:00:00
T0002429,C100000253,127.74,CASH_OUT,292.63,164.89,FR,False,2024-06-12 14:00:00
T0011276,C100001207,132.51,CASH_OUT,292.32,159.81,CA,False,2024-06-12 15:00:00
T0026480,C100002800,130.77,CASH_IN,0.0,130.77,GB,False,2024-06-12 15:00:00
T0021454,C100002273,44.65,CASH_IN,546.44,591.09,BR,False,2024-06-12 15:00:00
T0020267,C100002148,103.6,CASH_OUT,1149.47,1045.87,FR,False,2024-06-12 15:00:00
T0009699,C100001038,240.99,CASH_OUT,1909.77,1668.78,FR,False,2024-06-12 15:00:00
T0027598,C100002916,226.73,CASH_IN,0.0,226.73,FR,False,2024-06-12 15:00:00
T0008815,C100000944,424.61,PAYMENT,2490.59,2065.98,GB,False,2024-06-12 15:00:00
T0028361,C100000329,848.15,TRANSFER,3504.19,2656.04,BR,True,2024-06-12 15:00:00
T0010696,C100001140,1122.09,CASH_OUT,11360.24,10238.15,SG,False,2024-06-12 15:00:00
T0005717,C100000611,350.34,PAYMENT,350.34,0.0,CA,False,2024-06-12 15:00:00
T0025923,C100002741,175.55,CASH_OUT,2609.52,2433.97,NG,False,2024-06-12 15:00:00
T0014459,C100001544,83.82,PAYMENT,535.84,452.02,IN,False,2024-06-12 15:00:00
T0020961,C100002220,946.7,CASH_OUT,4491.29,3544.59,FR,False,2024-06-12 15:00:00
T0019074,C100002018,101.66,CASH_OUT,730.6,628.94,SG,False,2024-06-12 15:00:00
T0017189,C100001825,279.33,CASH_IN,371.02,650.35,IN,False,2024-06-12 15:00:00
T0005753,C100000615,153.97,CASH_IN,1021.74,1175.71,IN,False,2024-06-12 15:00:00
T0002532,C100000265,801.79,CASH_OUT,5828.47,5026.68,NG,False,2024-06-12 15:00:00
T0016078,C100001719,759.24,PAYMENT,4164.83,3405.59,GB,False,2024-06-12 15:00:00
T0023208,C100002452,5369.19,PAYMENT,6678.83,1309.64,AU,False,2024-06-12 15:00:00
T0015512,C100001659,1236.25,CASH_IN,1247.93,2484.18,IN,False,2024-06-12 15:00:00
T0015232,C100001629,601.9,CASH_IN,3535.07,4136.97,US,False,2024-06-12 15:00:00
T0023461,C100002478,1403.8,CASH_IN,1849.33,3253.13,US,False,2024-06-12 15:00:00
T0001751,C100000183,147.87,CASH_IN,1638.8,1786.67,US,False,2024-06-12 15:00:00
T0023215,C100002453,40.95,CASH_OUT,961.1,920.15,SG,False,2024-06-12 15:00:00
T0028522,C100001045,943.67,TRANSFER,3917.99,2974.32,GB,True,2024-06-12 15:00:00
T0011522,C100001231,72.56,CASH_IN,2069.18,2141.74,CA,False,2024-06-12 15:00:00
T0025336,C100002676,220.21,PAYMENT,339.46,119.25,BR,False,2024-06-12 15:00:00
T0006214,C100000667,721.71,CASH_OUT,0.0,0.0,GB,False,2024-06-12 15:00:00
T0008369,C100000897,60.77,PAYMENT,872.94,812.17,US,False,2024-06-12 15:00:00
T0021484,C100002276,43.59,CASH_IN,648.86,692.45,DE,False,2024-06-12 15:00:00
T0027298,C100002887,141.08,PAYMENT,399.88,258.8,GB,False,2024-06-12 15:00:00
T0010000,C100001071,370.27,CASH_OUT,5198.65,4828.38,SG,False,2024-06-12 15:00:00
T0017813,C100001890,87.71,PAYMENT,2170.31,2082.6,AU,False,2024-06-12 15:00:00
T0005351,C100000575,2453.87,CASH_OUT,2453.87,0.0,BR,False,2024-06-12 15:00:00
T0004740,C100000511,1125.24,PAYMENT,4035.93,2910.69,BR,False,2024-06-12 15:00:00
T0003378,C100000360,772.44,CASH_IN,502.0,1274.44,CA,False,2024-06-12 15:00:00
T0025990,C100002748,870.57,CASH_OUT,5699.13,4828.56,FR,False,2024-06-12 15:00:00
T0002641,C100000276,247.18,PAYMENT,1899.53,1652.35,US,False,2024-06-12 15:00:00
T0009634,C100001030,184.25,PAYMENT,1014.38,830.13,BR,False,2024-06-12 15:00:00
T0023781,C100002511,849.65,CASH_OUT,0.0,0.0,SG,False,2024-06-12 15:00:00
T0008209,C100000883,747.44,PAYMENT,926.0,178.56,DE,False,2024-06-12 15:00:00
T0012881,C100001377,238.31,CASH_OUT,2287.43,2049.12,DE,False,2024-06-12 15:00:00
T0027368,C100002895,55.33,TRANSFER,1823.17,1767.84,SG,False,2024-06-12 16:00:00
T0018684,C100001976,119.23,CASH_OUT,2829.49,2710.26,SG,False,2024-06-12 16:00:00
T0013762,C100001466,123.78,CASH_IN,0.0,123.78,SG,False,2024-06-12 16:00:00
T0002550,C100000266,90.73,TRANSFER,266.73,176.0,CA,False,2024-06-12 16:00:00
T0023162,C100002447,536.27,TRANSFER,6705.38,6169.11,IN,False,2024-06-12 16:00:00
T0001689,C100000177,221.55,CASH_OUT,1338.0,1116.45,DE,False,2024-06-12 16:00:00
T0010441,C100001115,284.56,PAYMENT,2335.72,2051.16,IN,False,2024-06-12 16:00:00
T0016480,C100001755,194.22,CASH_IN,811.73,1005.95,NG,False,2024-06-12 16:00:00
T0026417,C100002794,68.96,TRANSFER,0.0,0.0,IN,False,2024-06-12 16:00:00
T0022497,C100002382,478.67,PAYMENT,7699.1,7220.43,FR,False,2024-06-12 16:00:00
T0026788,C100002830,3478.53,CASH_IN,19047.89,22526.42,FR,False,2024-06-12 16:00:00
T0011362,C100001215,500.7,CASH_IN,1720.04,2220.74,CA,False,2024-06-12 16:00:00
T0006910,C100000742,1048.13,CASH_OUT,16411.57,15363.44,CA,False,2024-06-12 16:00:00
T0014230,C100001520,664.68,CASH_OUT,3340.01,2675.33,CA,False,2024-06-12 16:00:00
T0001150,C100000119,39.25,TRANSFER,0.0,0.0,AU,False,2024-06-12 16:00:00
T0010874,C100001160,36.64,PAYMENT,323.56,286.92,IN,False,2024-06-12 16:00:00
T0026988,C100002851,199.56,CASH_OUT,199.56,0.0,AU,False,2024-06-12 16:00:00
T0000387,C100000040,84.12,CASH_OUT,1340.07,1255.95,FR,False,2024-06-12 16:00:00
T0019017,C100002012,1119.94,CASH_OUT,3289.58,2169.64,BR,False,2024-06-12 16:00:00
T0027443,C100002901,193.77,PAYMENT,1387.03,1193.26,GB,False,2024-06-12 16:00:00
T0002330,C100000244,234.59,CASH_IN,2745.23,2979.82,SG,False,2024-06-12 16:00:00
T0010953,C100001169,41.74,PAYMENT,41.74,0.0,DE,False,2024-06-12 16:00:00
T0015629,C100001671,107.57,CASH_OUT,2079.13,1971.56,NG,False,2024-06-12 16:00:00
T0028298,C100002995,1245.06,CASH_OUT,2590.52,1345.46,DE,False,2024-06-12 16:00:00
T0015105,C100001615,204.88,CASH_IN,3931.95,4136.83,IN,False,2024-06-12 16:00:00
T0005947,C100000637,974.56,CASH_IN,2279.54,3254.1,IN,False,2024-06-12 16:00:00
T0014726,C100001573,358.52,CASH_OUT,986.05,627.53,AU,False,2024-06-12 16:00:00
T0021526,C100002280,99.8,PAYMENT,1353.0,1253.2,SG,False,2024-06-12 16:00:00
T0002797,C100000295,799.22,CASH_OUT,4968.47,4169.25,SG,False,2024-06-12 16:00:00
T0001024,C100000107,1294.36,PAYMENT,10661.53,9367.17,FR,False,2024-06-12 16:00:00
T0011003,C100001174,924.71,CASH_OUT,10702.55,9777.84,IN,False,2024-06-12 16:00:00
T0025168,C100002658,414.5,CASH_OUT,814.03,399.53,BR,False,2024-06-12 16:00:00
T0022728,C100002406,464.62,PAYMENT,2950.34,2485.72,SG,False,2024-06-12 17:00:00
T0026811,C100002833,304.89,PAYMENT,1931.57,1626.68,DE,False,2024-06-12 17:00:00
T0008132,C100000876,225.89,CASH_OUT,0.0,0.0,NG,False,2024-06-12 17:00:00
T0022815,C100002415,320.65,PAYMENT,1217.3,896.65,DE,False,2024-06-12 17:00:00
T0019407,C100002053,198.32,CASH_IN,4530.48,4728.8,CA,False,2024-06-12 17:00:00
T0020522,C100002174,188.03,CASH_IN,0.0,188.03,DE,False,2024-06-12 17:00:00
T0018889,C100001998,209.95,PAYMENT,925.06,715.11,NG,False,2024-06-12 17:00:00
T0022703,C100002404,520.56,CASH_OUT,1978.03,1457.47,US,False,2024-06-12 17:00:00
T0009874,C100001057,377.2,CASH_OUT,1930.71,1553.51,BR,False,2024-06-12 17:00:00
T0014591,C100001559,164.75,CASH_IN,1387.75,1552.5,NG,False,2024-06-12 17:00:00
T0010292,C100001100,708.98,PAYMENT,2443.9,1734.92,US,False,2024-06-12 17:00:00
T0018510,C100001958,33.45,CASH_IN,71.45,104.9,CA,False,2024-06-12 17:00:00
T0007841,C100000847,417.72,CASH_OUT,5272.36,4854.64,FR,False,2024-06-12 17:00:00
T0004066,C100000434,118.75,PAYMENT,1355.74,1236.99,DE,False,2024-06-12 17:00:00
T0028249,C100002989,4647.56,CASH_IN,29580.04,34227.6,BR,False,2024-06-12 17:00:00
T0027975,C100002958,803.73,TRANSFER,8142.65,7338.92,NG,False,2024-06-12 17:00:00
T0004155,C100000445,59.15,TRANSFER,197.95,138.8,SG,False,2024-06-12 17:00:00
T0019607,C100002078,25.26,PAYMENT,274.1,248.84,AU,False,2024-06-12 17:00:00
T0008816,C100000944,189.46,PAYMENT,2065.98,1876.52,GB,False,2024-06-12 17:00:00
T0003579,C100000384,87.7,CASH_OUT,0.0,0.0,SG,False,2024-06-12 17:00:00
T0008062,C100000870,606.54,CASH_OUT,1231.66,625.12,US,False,2024-06-12 17:00:00
T0009992,C100001070,1951.88,PAYMENT,12960.7,11008.82,US,False,2024-06-12 17:00:00
T0028016,C100002963,457.69,PAYMENT,4897.42,4439.73,DE,False,2024-06-12 17:00:00
T0007409,C100000801,150.21,CASH_OUT,1330.98,1180.77,BR,False,2024-06-12 17:00:00
T0006013,C100000644,581.49,PAYMENT,1352.86,771.37,CA,False,2024-06-12 17:00:00
T0016845,C100001792,629.33,TRANSFER,4076.42,3447.09,DE,False,2024-06-12 17:00:00
T0001790,C100000186,31.02,CASH_OUT,901.33,870.31,SG,False,2024-06-12 17:00:00
T0001861,C100000194,505.84,CASH_OUT,4152.64,3646.8,SG,False,2024-06-12 17:00:00
T0021602,C100002287,568.75,PAYMENT,3395.82,2827.07,AU,False,2024-06-12 17:00:00
T0015915,C100001703,19.59,CASH_IN,91.07,110.66,AU,False,2024-06-12 17:00:00
T0011418,C100001221,233.52,CASH_OUT,994.58,761.06,BR,False,2024-06-12 17:00:00
T0011737,C100001256,3163.96,CASH_OUT,20461.99,17298.03,FR,False,2024-06-12 17:00:00
T0027813,C100002940,207.6,PAYMENT,1396.68,1189.08,DE,False,2024-06-12 17:00:00
T0014905,C100001593,40.26,CASH_IN,571.54,611.8,SG,False,2024-06-12 18:00:00
T0007214,C100000778,489.54,PAYMENT,489.54,0.0,CA,False,2024-06-12 18:00:00
T0026971,C100002850,87.94,CASH_IN,1113.19,1201.13,BR,False,2024-06-12 18:00:00
T0026989,C100002851,228.23,CASH_OUT,0.0,0.0,GB,False,2024-06-12 18:00:00
T0008817,C100000944,268.19,CASH_OUT,1876.52,1608.33,GB,False,2024-06-12 18:00:00
T0004606,C100000497,17.03,CASH_IN,392.95,409.98,IN,False,2024-06-12 18:00:00
T0018443,C100001952,257.93,CASH_OUT,1056.59,798.66,NG,False,2024-06-12 18:00:00
T0028548,C100000070,1682.99,TRANSFER,1682.99,0.0,FR,True,2024-06-12 18:00:00
T0004332,C100000464,103.01,TRANSFER,0.0,0.0,FR,False,2024-06-12 18:00:00
T0025524,C100002695,727.17,CASH_IN,0.0,727.17,US,False,2024-06-12 18:00:00
T0024669,C100002604,35.04,PAYMENT,144.07,109.03,NG,False,2024-06-12 18:00:00
T0018860,C100001995,855.34,CASH_OUT,4387.31,3531.97,DE,False,2024-06-12 18:00:00
T0009381,C100001002,438.2,CASH_OUT,1825.47,1387.27,US,False,2024-06-12 18:00:00
T0025310,C100002672,37.79,CASH_OUT,490.53,452.74,CA,False,2024-06-12 18:00:00
T0020786,C100002202,117.74,PAYMENT,0.0,0.0,IN,False,2024-06-12 18:00:00
T0000322,C100000034,168.33,CASH_IN,1415.26,1583.59,US,False,2024-06-12 18:00:00
T0026604,C100002812,666.34,PAYMENT,4288.49,3622.15,SG,False,2024-06-12 18:00:00
T0011693,C100001251,317.07,TRANSFER,2505.08,2188.01,FR,False,2024-06-12 18:00:00
T0001887,C100000197,160.8,PAYMENT,1121.62,960.82,AU,False,2024-06-12 18:00:00
T0003470,C100000374,529.87,PAYMENT,1527.72,997.85,NG,False,2024-06-12 18:00:00
T0024866,C100002626,72.03,PAYMENT,0.0,0.0,IN,False,2024-06-12 18:00:00
T0003254,C100000344,18.53,CASH_OUT,162.57,144.04,BR,False,2024-06-12 18:00:00
T0021792,C100002306,342.02,CASH_IN,137.38,479.4,FR,False,2024-06-12 18:00:00
T0027746,C100002933,241.03,CASH_OUT,1666.14,1425.11,FR,False,2024-06-12 18:00:00
T0027726,C100002931,226.58,CASH_OUT,1535.6,1309.02,BR,False,2024-06-12 18:00:00
T0001611,C100000171,148.92,CASH_OUT,2711.54,2562.62,US,False,2024-06-12 18:00:00
T0001188,C100000124,81.06,CASH_OUT,1565.41,1484.35,IN,False,2024-06-12 18:00:00
T0016200,C100001729,968.88,CASH_OUT,0.0,0.0,NG,False,2024-06-12 18:00:00
T0022519,C100002384,2100.42,PAYMENT,0.0,0.0,CA,False,2024-06-12 18:00:00
T0023687,C100002501,62.1,CASH_IN,913.93,976.03,DE,False,2024-06-12 18:00:00
T0028489,C100002277,10675.46,TRANSFER,10675.46,0.0,CA,True,2024-06-12 18:00:00
T0012541,C100001342,233.0,PAYMENT,2158.83,1925.83,IN,False,2024-06-12 19:00:00
T0025028,C100002642,574.16,PAYMENT,2366.09,1791.93,NG,False,2024-06-12 19:00:00
T0007032,C100000759,96.53,CASH_IN,397.24,493.77,BR,False,2024-06-12 19:00:00
T0018992,C100002009,106.64,CASH_IN,1536.33,1642.97,DE,False,2024-06-12 19:00:00
T0021527,C100002280,61.72,PAYMENT,1253.2,1191.48,SG,False,2024-06-12 19:00:00
T0026580,C100002809,159.55,CASH_OUT,159.55,0.0,FR,False,2024-06-12 19:00:00
T0012570,C100001346,41.17,PAYMENT,1318.2,1277.03,US,False,2024-06-12 19:00:00
T0006765,C100000728,345.69,PAYMENT,0.0,0.0,GB,False,2024-06-12 19:00:00
T0020315,C100002153,83.09,PAYMENT,830.12,747.03,NG,False,2024-06-12 19:00:00
T0000305,C100000032,44.27,PAYMENT,460.96,416.69,BR,False,2024-06-12 19:00:00
T0005974,C100000640,160.75,PAYMENT,1513.17,1352.42,CA,False,2024-06-12 19:00:00
T0021263,C100002252,250.19,PAYMENT,730.54,480.35,SG,False,2024-06-12 19:00:00
T0017792,C100001888,96.94,TRANSFER,96.94,0.0,FR,False,2024-06-12 19:00:00
T0021403,C100002267,147.12,PAYMENT,622.29,475.17,NG,False,2024-06-12 19:00:00
T0018416,C100001950,112.43,CASH_OUT,1149.67,1037.24,FR,False,2024-06-12 19:00:00
T0010293,C100001100,411.06,CASH_OUT,1734.92,1323.86,US,False,2024-06-12 19:00:00
T0023632,C100002497,23.07,CASH_OUT,666.27,643.2,IN,False,2024-06-12 19:00:00
T0023066,C100002438,298.83,CASH_OUT,2064.1,1765.27,IN,False,2024-06-12 19:00:00
T0013293,C100001418,54.57,CASH_IN,455.79,510.36,SG,False,2024-06-12 19:00:00
T0025441,C100002687,8061.31,CASH_IN,15803.79,23865.1,DE,False,2024-06-12 19:00:00
T0011674,C100001249,41.87,CASH_OUT,346.57,304.7,FR,False,2024-06-12 19:00:00
T0014396,C100001537,178.23,CASH_OUT,178.23,0.0,SG,False,2024-06-12 19:00:00
T0018737,C100001981,967.9,PAYMENT,0.0,0.0,CA,False,2024-06-12 19:00:00
T0025405,C100002683,329.16,CASH_OUT,0.0,0.0,IN,False,2024-06-12 19:00:00
T0005836,C100000625,188.74,CASH_IN,3671.52,3860.26,CA,False,2024-06-12 19:00:00
T0021630,C100002289,1747.33,PAYMENT,11979.28,10231.95,DE,False,2024-06-12 19:00:00
T0007508,C100000811,5695.29,CASH_OUT,10220.73,4525.44,IN,False,2024-06-12 19:00:00
T0014141,C100001510,31.7,CASH_IN,799.28,830.98,DE,False,2024-06-12 19:00:00
T0008778,C100000939,218.59,CASH_OUT,253.69,35.1,AU,False,2024-06-12 19:00:00
T0021054,C100002230,619.9,TRANSFER,4611.72,3991.82,GB,False,2024-06-12 19:00:00
T0021832,C100002310,200.32,CASH_OUT,8604.75,8404.43,CA,False,2024-06-12 19:00:00
T0010900,C100001162,27.9,TRANSFER,0.0,0.0,BR,False,2024-06-12 19:00:00
T0015916,C100001703,8.88,TRANSFER,110.66,101.78,AU,False,2024-06-12 19:00:00
T0010249,C100001096,696.23,CASH_OUT,3530.05,2833.82,BR,False,2024-06-12 19:00:00
T0012296,C100001316,1077.71,CASH_OUT,7783.92,6706.21,CA,False,2024-06-12 19:00:00
T0002520,C100000263,41.04,CASH_OUT,82.65,41.61,DE,False,2024-06-12 19:00:00
T0028633,C100002178,3808.9,TRANSFER,3808.9,0.0,GB,True,2024-06-12 19:00:00
T0008503,C100000911,423.54,CASH_IN,1328.25,1751.79,CA,False,2024-06-12 19:00:00
T0006125,C100000657,167.71,CASH_OUT,1866.58,1698.87,DE,False,2024-06-12 19:00:00
T0012065,C100001288,281.16,CASH_OUT,1750.26,1469.1,SG,False,2024-06-12 19:00:00
T0021437,C100002271,47.91,CASH_IN,92.11,140.02,IN,False,2024-06-12 19:00:00
T0002890,C100000307,300.22,CASH_IN,3964.58,4264.8,GB,False,2024-06-12 19:00:00
T0025770,C100002723,43.66,PAYMENT,346.76,303.1,BR,False,2024-06-12 19:00:00
T0010755,C100001147,1053.94,PAYMENT,8718.17,7664.23,AU,False,2024-06-12 19:00:00
T0013812,C100001473,83.41,CASH_OUT,489.59,406.18,GB,False,2024-06-12 19:00:00
T0004759,C100000512,525.39,CASH_IN,115.0,640.39,GB,False,2024-06-12 19:00:00
T0023871,C100002521,62.11,CASH_OUT,138.81,76.7,NG,False,2024-06-12 19:00:00
T0026948,C100002846,122.39,CASH_IN,17.24,139.63,GB,False,2024-06-12 19:00:00
T0011839,C100001265,29.44,PAYMENT,29.44,0.0,CA,False,2024-06-12 19:00:00
T0021981,C100002329,877.46,PAYMENT,3348.02,2470.56,IN,False,2024-06-12 19:00:00
T0028715,C100000531,622.14,TRANSFER,1904.51,1282.37,IN,True,2024-06-12 19:00:00
T0011856,C100001267,76.48,CASH_OUT,1443.15,1366.67,CA,False,2024-06-12 19:00:00
T0011363,C100001215,189.8,PAYMENT,2220.74,2030.94,CA,False,2024-06-12 19:00:00
T0019591,C100002075,231.22,CASH_OUT,994.27,763.05,FR,False,2024-06-12 19:00:00
T0004035,C100000432,66.52,PAYMENT,550.17,483.65,DE,False,2024-06-12 19:00:00
T0014919,C100001594,96.8,PAYMENT,3571.45,3474.65,NG,False,2024-06-12 20:00:00
T0023723,C100002505,282.99,CASH_OUT,3158.26,2875.27,AU,False,2024-06-12 20:00:00
T0009382,C100001002,232.62,PAYMENT,1387.27,1154.65,US,False,2024-06-12 20:00:00
T0022436,C100002378,236.85,PAYMENT,510.5,273.65,IN,False,2024-06-12 20:00:00
T0007543,C100000816,481.59,PAYMENT,4043.59,3562.0,IN,False,2024-06-12 20:00:00
T0027527,C100002909,210.84,CASH_OUT,2668.35,2457.51,BR,False,2024-06-12 20:00:00
T0001791,C100000186,91.26,PAYMENT,870.31,779.05,SG,False,2024-06-12 20:00:00
T0015134,C100001618,110.0,CASH_OUT,1416.1,1306.1,NG,False,2024-06-12 20:00:00
T0026459,C100002798,681.79,CASH_OUT,2520.16,1838.37,BR,False,2024-06-12 20:00:00
T0011483,C100001228,53.39,CASH_OUT,0.0,0.0,FR,False,2024-06-12 20:00:00
T0024403,C100002577,269.2,PAYMENT,6580.33,6311.13,CA,False,2024-06-12 20:00:00
T0007626,C100000823,402.76,CASH_OUT,2975.29,2572.53,GB,False,2024-06-12 20:00:00
T0008481,C100000909,204.6,PAYMENT,332.38,127.78,CA,False,2024-06-12 20:00:00
T0012962,C100001384,155.79,CASH_OUT,654.98,499.19,FR,False,2024-06-12 20:00:00
T0025771,C100002723,56.96,CASH_OUT,303.1,246.14,BR,False,2024-06-12 20:00:00
