user_id,account_created,home_country,typical_transaction_amount,travel_frequency
C100000645,2022-08-20,BR,427.34,never
C100000646,2022-02-12,NG,64.23,never
C100000647,2021-10-28,NG,466.39,never
C100000648,2020-02-28,CA,1909.4,never
C100000649,2020-08-06,SG,264.66,never
C100000650,2022-01-02,GB,230.06,never
C100000651,2021-05-13,US,333.29,never
C100000652,2023-02-16,IN,1867.46,rare
C100000653,2020-10-08,BR,87.91,rare
C100000654,2021-10-03,NG,299.83,rare
C100000655,2021-11-01,IN,109.98,rare
C100000656,2020-12-02,BR,141.6,frequent
C100000657,2021-06-10,CA,232.85,rare
C100000658,2023-08-21,FR,941.36,never
C100000659,2022-10-16,IN,1481.77,frequent
C100000660,2023-03-25,BR,383.04,never
C100000661,2021-01-16,IN,167.91,rare
C100000662,2023-10-13,CA,2959.39,rare
C100000663,2023-02-16,CA,159.56,never
C100000664,2021-07-31,BR,138.22,rare
C100000665,2021-03-14,IN,41.47,never
C100000666,2021-12-13,BR,988.4,never
C100000667,2020-07-20,GB,644.35,never
C100000668,2020-04-27,IN,2745.74,never
C100000669,2023-05-28,DE,60.98,never
C100000670,2020-03-10,GB,1051.71,rare
C100000671,2021-07-07,US,262.47,rare
C100000672,2021-06-06,BR,547.9,never
C100000673,2023-07-20,US,47.1,rare
C100000674,2021-06-26,NG,1062.18,never
C100000675,2021-01-29,IN,537.28,never
C100000676,2021-08-24,FR,235.35,rare
C100000677,2023-08-04,SG,466.43,frequent
C100000678,2021-11-14,BR,113.81,never
C100000679,2020-04-03,SG,137.08,never
C100000680,2021-02-01,SG,153.94,rare
C100000681,2023-05-20,US,38.37,frequent
C100000682,2020-02-29,DE,579.26,never
C100000683,2020-03-01,BR,805.61,never
C100000684,2023-04-04,CA,121.35,never
C100000685,2020-10-13,GB,346.61,rare
C100000686,2022-04-30,GB,187.63,frequent
C100000687,2021-08-06,CA,339.77,rare
C100000688,2022-03-06,CA,130.64,never
C100000689,2020-11-08,GB,101.15,rare
C100000690,2020-01-07,IN,700.7,rare
C100000691,2020-10-21,NG,229.55,never
C100000692,2020-04-10,GB,1848.46,rare
C100000693,2020-03-20,FR,256.29,never
C100000694,2023-07-27,FR,96.92,never
C100000695,2022-12-05,NG,834.59,rare
C100000696,2021-02-03,FR,459.8,never
C100000697,2021-08-11,IN,506.17,frequent
C100000698,2023-09-22,DE,804.81,rare
C100000699,2023-07-20,SG,127.38,never
C100000700,2021-11-18,GB,215.45,never
C100000701,2021-07-04,DE,206.14,rare
C100000702,2023-04-07,DE,67.31,never
C100000703,2023-04-02,CA,187.99,rare
C100000704,2023-06-01,CA,931.11,never
C100000705,2021-09-16,BR,310.24,never
C100000706,2023-11-21,GB,63.68,rare
C100000707,2021-09-05,SG,51.63,never
C100000708,2022-01-21,IN,1293.07,rare
C100000709,2022-02-04,AU,223.56,rare
C100000710,2021-04-05,FR,128.07,never
C100000711,2021-11-15,CA,186.05,rare
C100000712,2021-01-26,AU,55.85,rare
C100000713,2020-12-05,DE,1015.46,rare
C100000714,2020-04-26,SG,165.17,never
C100000715,2020-10-16,DE,960.45,never
C100000716,2021-11-22,FR,257.66,rare
C100000717,2021-12-29,DE,1022.02,rare
C100000718,2022-12-30,NG,316.3,rare
C100000719,2021-07-28,DE,574.35,rare
C100000720,2023-05-18,NG,502.25,rare
C100000721,2020-04-10,BR,456.36,never
C100000722,2020-08-11,SG,346.52,rare
C100000723,2023-06-14,CA,193.86,never
C100000724,2020-11-04,US,1661.43,never
C100000725,2023-06-18,CA,98.8,rare
C100000726,2021-02-04,GB,245.75,never
C100000727,2023-07-30,BR,248.36,never
C100000728,2022-01-03,FR,365.93,frequent
C100000729,2021-05-06,NG,159.26,rare
C100000730,2021-01-24,SG,335.21,rare
C100000731,2022-04-13,AU,206.68,frequent
C100000732,2020-04-24,IN,50.3,never
C100000733,2020-11-20,CA,247.04,rare
C100000734,2023-02-08,FR,81.4,never
C100000735,2021-04-17,DE,43.19,never
C100000736,2021-01-22,FR,280.58,never
C100000737,2022-08-12,BR,398.57,never
C100000738,2021-01-11,NG,414.34,rare
C100000739,2020-05-27,AU,431.46,never
C100000740,2020-09-20,DE,35.42,rare
C100000741,2020-12-07,FR,62.74,never
C100000742,2021-06-08,CA,1760.8,never
C100000743,2022-11-11,IN,85.87,frequent
C100000744,2020-10-21,DE,450.72,rare
C100000745,2022-06-30,CA,123.11,frequent
C100000746,2021-11-01,IN,264.98,never
C100000747,2022-09-09,CA,129.9,never
C100000748,2022-09-11,CA,429.04,rare
C100000749,2023-04-21,CA,280.56,rare
C100000750,2020-02-27,BR,156.29,never
C100000751,2023-05-05,SG,85.61,frequent
C100000752,2023-08-01,CA,319.83,rare
C100000753,2020-04-03,DE,72.77,rare
C100000754,2021-09-30,US,375.21,never
C100000755,2022-03-16,FR,3382.89,rare
C100000756,2021-01-12,NG,944.04,never
C100000757,2022-06-02,BR,501.87,frequent
C100000758,2023-06-03,US,224.62,never
C100000759,2021-01-23,BR,35.21,never
C100000760,2023-03-26,GB,65.22,never
C100000761,2021-10-03,BR,882.53,rare
C100000762,2020-03-15,BR,111.08,frequent
C100000763,2020-04-03,NG,121.6,frequent
C100000764,2022-07-05,IN,207.34,rare
C100000765,2020-11-12,IN,84.6,frequent
C100000766,2021-07-09,NG,71.75,rare
C100000767,2022-01-16,SG,232.65,never
C100000768,2023-05-16,AU,100.33,rare
C100000769,2022-06-12,FR,116.63,never
C100000770,2021-05-14,IN,112.03,never
C100000771,2020-01-22,FR,412.55,never
C100000772,2023-11-26,BR,194.0,never
C100000773,2021-02-09,GB,204.68,frequent
C100000774,2020-08-09,IN,444.5,frequent
C100000775,2020-03-12,GB,212.29,never
C100000776,2022-04-05,BR,185.26,rare
C100000777,2023-06-16,AU,391.68,never
C100000778,2022-11-10,CA,477.33,never
C100000779,2020-08-03,IN,211.23,never
C100000780,2020-06-25,US,265.23,never
C100000781,2021-06-04,DE,111.97,never
C100000782,2023-06-10,GB,103.47,never
C100000783,2023-06-11,SG,528.03,never
C100000784,2022-01-18,CA,381.82,never
C100000785,2021-08-13,BR,385.79,frequent
C100000786,2023-10-17,GB,324.04,never
C100000787,2021-03-26,US,256.26,never
C100000788,2021-10-15,CA,490.98,rare
C100000789,2023-11-15,FR,623.35,never
C100000790,2023-07-19,GB,608.64,rare
C100000791,2022-02-21,GB,221.23,never
C100000792,2021-02-02,DE,979.45,rare
C100000793,2020-09-08,NG,307.5,rare
C100000794,2022-03-26,AU,460.53,rare
C100000795,2022-10-06,DE,324.44,rare
C100000796,2020-02-17,NG,313.25,never
C100000797,2022-02-15,US,117.24,never
C100000798,2022-09-07,US,493.42,never
C100000799,2022-03-10,US,4210.32,rare
C100000800,2023-11-15,CA,168.21,never
C100000801,2022-09-27,BR,262.7,never
C100000802,2021-11-25,AU,156.62,rare
C100000803,2020-04-28,US,150.2,never
C100000804,2021-01-11,US,1146.48,never
C100000805,2020-11-10,AU,124.84,rare
C100000806,2021-10-14,GB,152.31,never
C100000807,2023-06-27,GB,50.02,rare
C100000808,2022-05-22,BR,114.71,frequent
C100000809,2020-01-07,NG,44.33,frequent
C100000810,2023-09-30,DE,460.27,never
C100000811,2020-06-23,IN,4022.65,never
C100000812,2021-03-29,NG,169.58,rare
C100000813,2022-10-23,IN,46.21,rare
C100000814,2020-11-15,FR,601.84,rare
C100000815,2020-08-23,US,118.28,never
C100000816,2023-10-02,IN,897.26,never
C100000817,2023-07-03,AU,184.56,never
C100000818,2021-04-24,NG,130.08,never
C100000819,2020-01-04,AU,204.8,never
C100000820,2023-10-29,GB,522.06,frequent
C100000821,2021-04-25,US,194.92,never
C100000822,2023-05-21,BR,148.9,rare
C100000823,2021-05-17,GB,200.57,frequent
C100000824,2021-06-24,BR,68.59,never
C100000825,2023-07-26,CA,363.96,rare
C100000826,2021-04-03,FR,40.99,rare
C100000827,2020-05-29,BR,156.94,never
C100000828,2020-07-16,NG,522.9,never
C100000829,2023-10-22,GB,331.31,rare
C100000830,2022-12-16,AU,441.56,rare
C100000831,2022-12-23,DE,229.28,rare
C100000832,2022-02-22,AU,788.2,frequent
C100000833,2023-05-12,NG,616.9,never
C100000834,2020-07-29,GB,382.28,rare
C100000835,2020-11-17,SG,618.65,rare
C100000836,2020-10-03,GB,518.23,rare
C100000837,2023-02-22,BR,157.68,rare
C100000838,2023-11-12,CA,63.82,rare
C100000839,2020-05-09,CA,372.55,frequent
C100000840,2022-10-15,AU,422.46,never
C100000841,2021-05-08,IN,728.12,rare
C100000842,2020-05-11,BR,95.94,never
C100000843,2023-10-12,FR,98.85,rare
C100000844,2023-11-25,CA,387.57,rare
C100000845,2023-11-25,IN,227.88,rare
C100000846,2023-04-23,SG,37.12,never
C100000847,2023-09-20,FR,356.06,rare
C100000848,2020-09-16,SG,38.38,never
C100000849,2021-07-19,DE,95.08,never
C100000850,2020-01-31,SG,945.47,never
C100000851,2020-10-12,US,1517.59,frequent
C100000852,2020-02-24,GB,72.55,never
C100000853,2022-12-26,FR,176.02,frequent
C100000854,2022-10-17,IN,255.35,never
C100000855,2020-08-05,SG,1452.77,rare
C100000856,2022-12-17,FR,149.48,rare
C100000857,2023-09-12,US,151.88,rare
C100000858,2021-04-20,FR,1151.39,rare
C100000859,2020-10-13,IN,168.21,rare
C100000860,2020-02-17,BR,503.81,frequent
C100000861,2020-04-15,NG,55.86,rare
C100000862,2023-06-14,DE,206.18,never
C100000863,2020-11-23,NG,46.54,never
C100000864,2020-08-10,NG,85.16,rare
C100000865,2021-03-09,SG,566.34,never
C100000866,2020-09-16,BR,232.78,rare
C100000867,2020-08-21,AU,177.84,rare
C100000868,2022-03-04,DE,115.73,never
C100000869,2023-10-06,SG,196.24,rare
C100000870,2022-02-18,US,330.67,rare
C100000871,2023-02-17,GB,653.88,rare
C100000872,2023-06-23,AU,17.72,rare
C100000873,2023-06-07,IN,106.51,frequent
C100000874,2021-03-10,NG,286.89,rare
C100000875,2021-12-11,NG,221.66,frequent
C100000876,2021-10-22,NG,366.27,never
C100000877,2021-01-01,DE,319.75,rare
C100000878,2021-10-09,GB,180.39,rare
C100000879,2021-06-15,US,144.48,never
C100000880,2023-08-01,AU,191.43,never
C100000881,2020-08-02,DE,771.81,rare
C100000882,2022-03-01,BR,117.68,never
C100000883,2023-04-25,IN,229.8,frequent
C100000884,2020-09-25,GB,293.93,never
C100000885,2021-01-16,IN,1164.85,never
C100000886,2023-09-18,US,181.22,rare
C100000887,2023-03-01,GB,638.3,never
C100000888,2023-11-10,GB,838.81,never
C100000889,2022-11-10,AU,229.58,rare
C100000890,2023-07-13,BR,198.2,rare
C100000891,2021-02-20,CA,176.08,never
C100000892,2021-11-15,IN,189.46,rare
C100000893,2020-01-31,DE,574.93,rare
C100000894,2020-12-26,NG,308.28,rare
C100000895,2021-07-11,CA,309.6,never
C100000896,2021-12-04,BR,79.42,never
C100000897,2023-09-16,US,92.99,frequent
C100000898,2023-08-24,FR,2086.92,rare
C100000899,2021-07-04,CA,204.83,never
C100000900,2023-11-26,BR,112.76,rare
C100000901,2023-10-03,CA,1023.62,never
C100000902,2023-01-23,BR,324.35,rare
C100000903,2020-06-16,US,436.22,rare
C100000904,2022-02-14,AU,213.14,frequent
C100000905,2021-02-21,SG,177.92,frequent
C100000906,2022-04-23,SG,206.52,never
C100000907,2023-03-30,CA,61.39,rare
C100000908,2022-06-20,GB,224.1,never
C100000909,2023-07-24,CA,328.99,rare
C100000910,2020-11-26,DE,1556.92,rare
C100000911,2023-03-15,CA,266.67,never
C100000912,2022-06-12,GB,23.71,never
C100000913,2020-01-31,BR,222.74,never
C100000914,2021-08-08,SG,3787.66,never
C100000915,2022-02-15,US,581.94,never
C100000916,2021-10-17,US,108.76,frequent
C100000917,2020-11-06,AU,441.91,rare
C100000918,2022-12-04,US,116.51,rare
C100000919,2021-06-05,NG,63.19,rare
C100000920,2020-07-03,CA,172.71,rare
C100000921,2021-09-05,NG,268.14,never
C100000922,2022-03-04,IN,37.63,frequent
C100000923,2023-05-09,IN,77.54,rare
C100000924,2022-12-12,NG,247.23,rare
C100000925,2020-03-20,BR,162.69,frequent
C100000926,2021-10-19,BR,363.15,rare
C100000927,2022-09-28,GB,72.63,rare
C100000928,2022-04-13,NG,499.75,frequent
C100000929,2021-08-28,SG,74.91,never
C100000930,2021-10-25,SG,1264.88,rare
C100000931,2021-03-07,US,44.0,never
C100000932,2022-11-29,SG,82.06,never
C100000933,2021-05-18,SG,371.43,rare
C100000934,2022-03-09,GB,1292.37,never
C100000935,2020-03-27,AU,335.31,frequent
C100000936,2023-04-21,BR,429.6,never
C100000937,2023-05-04,IN,249.02,rare
C100000938,2022-02-10,SG,87.67,never
C100000939,2021-12-06,BR,149.88,frequent
C100000940,2021-03-20,BR,72.83,never
C100000941,2022-05-04,FR,68.12,never
C100000942,2020-05-05,CA,365.68,never
C100000943,2022-01-23,CA,79.58,rare
C100000944,2023-06-01,GB,336.82,frequent
C100000945,2023-06-15,SG,66.56,frequent
C100000946,2020-02-10,US,329.11,never
C100000947,2023-05-25,FR,150.1,never
C100000948,2020-03-17,CA,998.86,never
C100000949,2022-10-31,GB,338.23,rare
C100000950,2023-07-22,FR,842.0,rare
C100000951,2022-09-23,DE,114.93,never
C100000952,2021-07-06,SG,258.82,rare
C100000953,2022-03-31,IN,91.74,frequent
C100000954,2020-11-04,BR,161.81,never
C100000955,2021-07-12,CA,188.27,never
C100000956,2022-05-08,BR,118.41,never
C100000957,2021-06-08,SG,72.57,never
C100000958,2020-02-12,US,59.53,never
C100000959,2022-04-23,DE,23.58,rare
C100000960,2023-04-27,CA,85.09,never
C100000961,2022-04-27,AU,458.29,rare
C100000962,2020-08-18,NG,49.48,frequent
C100000963,2023-01-25,FR,62.29,frequent
C100000964,2020-03-15,GB,1466.89,rare
C100000965,2021-08-13,AU,129.48,never
C100000966,2021-07-25,SG,337.32,never
C100000967,2022-09-05,DE,465.13,never
C100000968,2020-04-25,BR,474.63,frequent
C100000969,2023-10-12,NG,53.39,frequent
C100000970,2022-10-01,IN,194.21,never
C100000971,2022-04-13,CA,48.51,never
C100000972,2022-01-19,GB,2825.15,rare
C100000973,2022-01-23,DE,49.66,never
C100000974,2023-05-05,US,85.81,frequent
C100000975,2023-01-14,NG,86.44,never
C100000976,2023-07-19,NG,54.78,never
C100000977,2021-09-05,CA,946.33,never
C100000978,2022-07-19,BR,2758.52,never
C100000979,2021-09-14,GB,152.06,never
C100000980,2021-08-11,IN,65.34,frequent
C100000981,2021-03-04,US,26.13,never
C100000982,2021-10-11,NG,191.69,rare
C100000983,2021-05-20,NG,178.33,never
C100000984,2021-08-15,AU,127.57,never
C100000985,2021-05-14,FR,305.32,never
C100000986,2021-07-04,FR,363.28,never
C100000987,2022-09-06,US,338.01,never
C100000988,2022-12-15,IN,178.37,never
C100000989,2020-11-01,IN,81.32,rare
C100000990,2022-07-30,SG,476.2,rare
C100000991,2021-10-08,SG,247.77,frequent
C100000992,2023-02-24,GB,594.88,never
C100000993,2022-03-26,DE,539.19,rare
C100000994,2021-11-05,BR,59.04,rare
C100000995,2021-06-20,FR,58.31,never
C100000996,2021-11-10,US,114.95,never
C100000997,2022-07-05,AU,85.09,rare
C100000998,2020-02-26,SG,520.74,rare
C100000999,2021-11-29,BR,347.69,never
C100001000,2020-10-03,FR,734.5,never
C100001001,2021-01-13,AU,363.76,frequent
C100001002,2021-09-25,US,301.46,never
C100001003,2020-06-13,IN,812.19,frequent
C100001004,2023-06-02,AU,391.4,rare
C100001005,2020-04-24,CA,261.94,rare
C100001006,2020-08-04,DE,1075.41,rare
C100001007,2021-12-12,NG,274.56,never
C100001008,2021-01-18,GB,180.49,rare
C100001009,2021-11-19,GB,105.87,rare
C100001010,2022-11-13,FR,494.24,rare
C100001011,2020-10-15,AU,843.07,never
C100001012,2022-12-16,NG,232.62,never
C100001013,2022-09-09,IN,904.98,never
C100001014,2021-11-20,DE,34.12,never
C100001015,2020-08-22,GB,231.49,rare
C100001016,2022-06-01,DE,235.08,rare
C100001017,2021-12-26,GB,118.27,rare
C100001018,2023-10-04,GB,2654.1,rare
C100001019,2023-06-20,NG,229.02,never
C100001020,2023-09-13,GB,162.76,never
C100001021,2023-08-21,US,251.13,never
C100001022,2020-07-09,BR,33.02,never
C100001023,2020-08-15,DE,114.45,never
C100001024,2020-09-13,IN,654.09,never
C100001025,2023-09-14,GB,130.46,never
C100001026,2023-08-13,DE,106.82,rare
C100001027,2022-10-27,IN,906.44,never
C100001028,2021-09-15,NG,934.73,never
C100001029,2022-08-12,IN,410.34,never
C100001030,2022-01-04,BR,155.23,rare
C100001031,2023-03-30,BR,192.58,rare
C100001032,2021-01-21,DE,109.49,never
C100001033,2022-09-10,DE,90.49,never
C100001034,2023-08-29,IN,86.11,frequent
C100001035,2021-01-04,US,131.89,rare
C100001036,2020-05-21,NG,86.95,rare
C100001037,2023-11-12,NG,51.23,rare
C100001038,2022-03-18,FR,304.72,rare
C100001039,2020-09-06,FR,309.39,frequent
C100001040,2021-02-26,FR,1340.49,never
C100001041,2020-07-26,NG,125.42,rare
C100001042,2022-04-18,SG,329.01,never
C100001043,2022-06-18,GB,334.53,rare
C100001044,2021-02-21,IN,189.84,never
C100001045,2023-04-27,US,515.09,never
C100001046,2022-12-25,IN,531.25,frequent
C100001047,2021-07-26,DE,339.48,frequent
C100001048,2021-04-21,FR,189.49,never
C100001049,2023-06-14,IN,171.14,frequent
C100001050,2021-12-06,FR,62.32,never
C100001051,2022-06-29,FR,109.3,never
C100001052,2021-12-15,SG,131.37,frequent
C100001053,2020-03-02,AU,79.52,never
C100001054,2023-08-15,US,379.91,never
C100001055,2020-01-09,FR,809.67,rare
C100001056,2022-02-28,AU,98.69,never
C100001057,2020-11-23,BR,324.88,never
C100001058,2022-04-05,DE,87.0,never
C100001059,2022-09-14,BR,180.38,rare
C100001060,2020-11-26,GB,122.69,never
C100001061,2021-03-24,US,446.7,never
C100001062,2023-05-10,NG,124.12,rare
C100001063,2021-02-27,BR,672.94,never
C100001064,2020-12-21,SG,191.38,never
C100001065,2022-05-27,FR,127.79,rare
C100001066,2020-04-18,AU,69.87,rare
C100001067,2021-05-30,IN,315.2,never
C100001068,2022-08-12,SG,598.97,frequent
C100001069,2023-11-17,GB,321.6,rare
C100001070,2021-04-11,US,2295.79,never
C100001071,2023-02-07,SG,1022.28,rare
C100001072,2020-12-16,AU,179.91,rare
C100001073,2021-11-12,CA,178.03,rare
C100001074,2022-02-03,FR,391.39,rare
C100001075,2023-04-12,US,105.85,rare
C100001076,2021-02-18,CA,785.47,frequent
C100001077,2023-04-09,NG,351.29,rare
C100001078,2022-04-14,DE,316.23,rare
C100001079,2020-08-24,SG,486.36,rare
C100001080,2020-04-25,CA,1370.36,frequent
C100001081,2020-01-18,DE,290.31,frequent
C100001082,2020-03-03,SG,218.54,never
C100001083,2021-09-28,SG,1106.24,never
C100001084,2023-02-19,BR,643.9,rare
C100001085,2020-08-20,NG,177.51,never
C100001086,2020-10-12,DE,245.96,rare
C100001087,2020-01-16,CA,297.49,rare
C100001088,2021-05-16,CA,351.36,frequent
C100001089,2023-05-14,CA,63.02,never
C100001090,2021-12-13,SG,52.33,rare
C100001091,2022-03-02,US,100.75,never
C100001092,2020-08-14,FR,93.25,rare
C100001093,2022-05-20,IN,128.53,never
C100001094,2022-08-20,CA,461.61,rare
C100001095,2023-08-10,BR,206.66,rare
C100001096,2020-08-25,BR,297.79,rare
C100001097,2020-12-17,GB,71.93,rare
C100001098,2023-10-05,SG,154.22,never
C100001099,2022-03-22,FR,440.21,never
C100001100,2022-01-16,US,443.61,never
C100001101,2022-01-30,CA,118.56,frequent
C100001102,2020-04-27,GB,287.63,frequent
C100001103,2023-05-01,US,2205.81,never
C100001104,2022-09-20,US,240.42,never
C100001105,2023-03-19,IN,122.34,never
C100001106,2022-12-18,GB,205.66,rare
C100001107,2020-05-14,AU,268.32,never
C100001108,2020-03-27,BR,210.36,never
C100001109,2023-09-30,FR,237.14,never
C100001110,2021-06-12,US,57.77,never
C100001111,2023-01-04,IN,93.44,never
C100001112,2023-03-02,GB,210.75,never
C100001113,2022-10-11,CA,207.42,rare
C100001114,2023-02-28,DE,138.91,rare
C100001115,2022-01-01,IN,205.0,never
C100001116,2020-01-09,US,260.09,rare
C100001117,2021-08-16,GB,595.51,never
C100001118,2021-02-01,DE,221.58,rare
C100001119,2021-12-27,US,364.71,frequent
C100001120,2023-11-13,SG,142.37,never
C100001121,2023-08-04,CA,433.59,frequent
C100001122,2022-11-13,CA,356.28,rare
C100001123,2022-12-19,DE,581.62,rare
C100001124,2020-08-17,SG,499.43,never
C100001125,2020-08-13,BR,440.86,never
C100001126,2020-07-29,US,221.76,never
C100001127,2021-06-04,US,312.6,frequent
C100001128,2021-09-28,BR,708.75,rare
C100001129,2021-05-18,IN,127.48,never
C100001130,2022-04-30,US,130.53,rare
C100001131,2021-04-18,CA,293.37,never
C100001132,2020-10-22,SG,370.66,never
C100001133,2020-12-07,BR,107.33,rare
C100001134,2021-07-08,CA,227.07,rare
C100001135,2023-09-10,CA,222.74,rare
C100001136,2021-01-30,CA,26.7,rare
C100001137,2022-06-26,DE,196.45,rare
C100001138,2021-01-03,AU,209.07,rare
C100001139,2021-10-22,BR,208.45,never
C100001140,2020-06-20,SG,1008.19,rare
C100001141,2022-08-06,AU,72.54,rare
C100001142,2020-04-10,GB,107.27,never
C100001143,2020-08-12,IN,17.95,never
C100001144,2022-08-16,GB,151.27,never
C100001145,2022-01-11,DE,164.74,never
C100001146,2021-11-03,IN,146.94,rare
C100001147,2020-11-28,AU,740.76,never
C100001148,2021-03-22,AU,578.6,rare
C100001149,2020-08-01,FR,264.5,never
C100001150,2022-06-22,FR,168.91,never
C100001151,2021-12-11,BR,682.79,never
C100001152,2022-03-26,CA,239.9,never
C100001153,2020-05-11,CA,107.96,frequent
C100001154,2022-09-22,DE,43.98,never
C100001155,2021-08-15,GB,157.38,never
C100001156,2023-06-14,SG,520.42,never
C100001157,2020-08-04,FR,2384.01,never
C100001158,2022-06-01,GB,260.24,rare
C100001159,2022-08-02,US,113.82,rare
C100001160,2021-08-21,IN,74.82,never
C100001161,2021-12-19,FR,424.94,rare
C100001162,2020-08-07,BR,41.9,never
C100001163,2021-11-03,DE,424.26,rare
C100001164,2021-11-23,SG,554.3,rare
C100001165,2023-07-05,NG,378.52,never
C100001166,2023-11-01,IN,196.44,rare
C100001167,2022-05-12,GB,430.5,rare
C100001168,2020-01-05,BR,290.31,never
C100001169,2020-04-30,NG,112.38,frequent
C100001170,2021-06-16,FR,1556.84,frequent
C100001171,2021-06-13,DE,172.14,never
C100001172,2022-05-22,BR,531.53,rare
C100001173,2023-03-24,FR,21.79,rare
C100001174,2023-11-20,IN,876.97,rare
C100001175,2022-08-05,FR,1062.91,rare
C100001176,2022-09-06,FR,252.1,frequent
C100001177,2023-03-04,SG,427.85,rare
C100001178,2022-11-27,IN,427.74,rare
C100001179,2023-10-28,IN,128.67,never
C100001180,2021-07-16,NG,422.89,never
C100001181,2020-04-15,FR,109.0,frequent
C100001182,2021-03-20,GB,133.12,rare
C100001183,2022-03-02,AU,755.17,never
C100001184,2022-04-11,US,648.5,frequent
C100001185,2022-09-19,BR,120.74,rare
C100001186,2023-05-13,DE,117.5,rare
C100001187,2021-07-30,DE,128.3,never
C100001188,2021-09-13,US,509.1,rare
C100001189,2023-11-22,CA,90.02,never
C100001190,2022-04-17,IN,349.57,never
C100001191,2022-10-31,FR,516.38,rare
C100001192,2023-04-03,SG,224.02,frequent
C100001193,2021-03-02,US,671.87,never
C100001194,2021-11-11,BR,180.49,frequent
C100001195,2021-06-09,IN,197.58,frequent
C100001196,2021-02-15,BR,92.09,never
C100001197,2020-01-29,GB,676.67,never
C100001198,2020-10-11,CA,113.69,rare
C100001199,2021-06-28,DE,347.16,rare
C100001200,2020-06-23,NG,227.85,never
C100001201,2022-01-19,SG,85.39,rare
C100001202,2020-01-24,FR,133.07,rare
C100001203,2020-12-09,GB,975.42,rare
C100001204,2021-05-16,DE,299.36,rare
C100001205,2020-05-20,AU,89.2,never
C100001206,2021-11-26,CA,332.06,never
C100001207,2021-02-05,CA,211.43,never
C100001208,2022-10-21,DE,7739.14,frequent
C100001209,2020-02-24,NG,325.42,frequent
C100001210,2021-06-24,GB,167.23,rare
C100001211,2020-11-09,SG,1012.35,never
C100001212,2022-02-12,IN,38.82,rare
C100001213,2020-07-11,SG,268.89,never
C100001214,2023-08-18,NG,1798.0,never
C100001215,2023-06-22,CA,217.85,never
C100001216,2021-12-07,IN,43.24,rare
C100001217,2021-01-19,FR,164.69,never
C100001218,2020-10-01,BR,1047.87,rare
C100001219,2022-03-13,GB,356.41,frequent
C100001220,2021-05-17,GB,105.76,rare
C100001221,2021-10-03,BR,123.32,never
C100001222,2020-02-27,AU,139.81,frequent
C100001223,2021-05-11,BR,351.14,rare
C100001224,2022-04-15,SG,932.8,never
C100001225,2020-02-15,GB,700.94,rare
C100001226,2023-07-02,IN,386.07,frequent
C100001227,2020-01-25,NG,64.61,never
C100001228,2023-04-26,FR,64.85,rare
C100001229,2022-10-16,US,417.07,never
C100001230,2020-09-14,US,63.72,never
C100001231,2021-01-17,CA,195.28,rare
C100001232,2020-02-14,NG,331.67,never
C100001233,2020-12-25,DE,78.45,never
C100001234,2021-06-05,DE,87.86,never
C100001235,2022-07-25,US,222.71,never
C100001236,2023-11-26,CA,404.9,never
C100001237,2023-06-08,GB,707.35,rare
C100001238,2022-10-03,SG,449.01,never
C100001239,2023-10-05,DE,263.4,never
C100001240,2021-12-06,FR,116.02,frequent
C100001241,2020-11-16,DE,83.86,frequent
C100001242,2020-02-24,AU,146.81,never
C100001243,2022-01-01,US,368.68,never
C100001244,2020-06-29,FR,342.62,never
C100001245,2020-01-23,DE,29.97,never
C100001246,2020-07-21,DE,111.53,never
C100001247,2022-02-06,GB,816.08,frequent
C100001248,2022-08-24,CA,264.86,rare
C100001249,2020-02-03,FR,59.32,never
C100001250,2022-12-22,IN,2580.71,frequent
C100001251,2022-04-23,FR,237.71,never
C100001252,2023-08-19,CA,359.36,never
C100001253,2020-10-24,FR,364.86,never
C100001254,2021-05-17,FR,169.42,never
C100001255,2023-08-03,FR,118.21,frequent
C100001256,2023-01-19,FR,2041.98,never
C100001257,2021-09-29,US,667.28,rare
C100001258,2021-10-21,NG,556.65,never
C100001259,2020-10-12,US,435.41,frequent
C100001260,2022-11-17,DE,89.72,rare
C100001261,2020-04-19,DE,877.9,never
C100001262,2022-03-07,DE,105.31,never
C100001263,2020-09-12,SG,324.83,frequent
C100001264,2022-12-27,BR,47.49,rare
C100001265,2023-10-11,CA,31.79,never
C100001266,2023-09-15,FR,336.4,frequent
C100001267,2022-06-18,CA,108.95,never
C100001268,2020-03-09,US,33.48,never
C100001269,2023-09-24,BR,420.15,rare
C100001270,2022-06-23,SG,2038.73,never
C100001271,2023-06-29,BR,981.97,never
C100001272,2020-04-09,CA,189.18,never
C100001273,2021-04-11,FR,246.87,never
C100001274,2020-12-07,US,594.49,never
C100001275,2021-02-16,SG,751.54,never
C100001276,2021-05-07,US,173.55,frequent
C100001277,2020-11-21,SG,253.2,rare
C100001278,2023-11-21,SG,330.5,never
C100001279,2020-07-13,AU,425.76,never
C100001280,2021-01-08,IN,214.2,rare
C100001281,2021-01-09,AU,217.0,never
C100001282,2022-05-19,GB,972.46,never
C100001283,2020-10-13,IN,820.18,rare
C100001284,2022-06-04,GB,394.42,never
C100001285,2023-09-23,SG,1365.27,rare
C100001286,2020-05-13,SG,166.26,frequent
C100001287,2023-01-01,AU,1240.13,rare
C100001288,2023-07-10,SG,420.95,never
C100001289,2021-06-26,FR,6444.78,never
